grade,emp_length,home_ownership,income,state,debt to income,earliest credit,
C,< 1 year,MORTGAGE,20000,FL,53.5,2006,
C,2 years,RENT,100000,CA,13.97,1998,
C,3 years,RENT,40000,CA,16.52,2004,
C,10+ years,OWN,20000,FL,25.72,1999,
C,10+ years,OWN,125000,MA,14.54,1992,
C,3 years,OWN,20000,NY,16.07,2013,
C,3 years,RENT,80000,VA,8.96,1996,
C,2 years,RENT,30000,OH,19.11,2003,
C,n/a,MORTGAGE,80000,NY,19.93,1997,
C,3 years,RENT,60000,FL,20.27,2002,
C,4 years,MORTGAGE,60000,MN,13.42,2008,
C,3 years,RENT,30000,NY,25.81,2013,
C,< 1 year,MORTGAGE,40000,IN,34.89,1999,
C,2 years,MORTGAGE,100000,OH,23.66,2005,
C,< 1 year,RENT,60000,CA,6.15,2005,
C,10+ years,MORTGAGE,60000,IL,20.4,2005,
C,8 years,RENT,60000,PA,24.65,1983,
C,6 years,RENT,40000,TX,10.72,2002,
C,6 years,RENT,80000,SC,18.63,2008,
C,4 years,OWN,60000,NJ,18.96,1993,
C,n/a,OWN,40000,MO,5.17,1980,
C,4 years,OWN,40000,NY,31.95,2001,
C,5 years,MORTGAGE,150000,CA,30.85,1983,
C,4 years,MORTGAGE,40000,MI,16.82,2010,
C,10+ years,RENT,60000,IN,34.62,2007,
C,4 years,MORTGAGE,40000,KY,20.95,1995,
C,< 1 year,MORTGAGE,100000,CA,11.5,1995,
C,9 years,MORTGAGE,60000,VA,20.81,1993,
C,10+ years,MORTGAGE,60000,NJ,26.31,1988,
C,< 1 year,MORTGAGE,40000,TX,32.49,1998,
C,3 years,RENT,40000,WA,20.27,2005,
C,< 1 year,RENT,40000,NY,23.2,2004,
C,< 1 year,MORTGAGE,15000,TX,71.9,2003,
C,7 years,RENT,20000,NC,17.72,2011,
C,10+ years,MORTGAGE,60000,CA,28.08,2000,
C,< 1 year,MORTGAGE,30000,CO,31,2001,
C,10+ years,MORTGAGE,40000,GA,19.94,2003,
C,10+ years,MORTGAGE,80000,KS,32.33,2002,
C,3 years,RENT,10000,CA,13.6,2001,
C,6 years,MORTGAGE,125000,SC,33.45,1995,
C,8 years,OWN,20000,AL,30.3,2007,
C,5 years,RENT,20000,TX,28.68,1995,
C,< 1 year,RENT,80000,VA,29.68,1989,
C,10+ years,RENT,100000,FL,12.91,2004,
C,4 years,RENT,80000,DE,9.56,2002,
C,4 years,OWN,40000,NY,5.63,2013,
C,2 years,MORTGAGE,40000,TX,27.77,2002,
C,10+ years,MORTGAGE,100000,TX,18.01,1998,
C,10+ years,MORTGAGE,100000,TX,2.55,2006,
C,2 years,MORTGAGE,60000,ID,22.07,1992,
C,5 years,RENT,100000,NJ,25.74,2002,
C,10+ years,MORTGAGE,40000,TX,22.79,2005,
C,6 years,MORTGAGE,60000,MN,26.8,2001,
C,1 year,RENT,30000,CO,20.85,1992,
C,n/a,MORTGAGE,30000,FL,27.88,2012,
C,4 years,RENT,80000,TN,16.66,2010,
C,n/a,OWN,20000,SC,34.76,1982,
C,< 1 year,MORTGAGE,20000,ME,27.69,2010,
C,10+ years,MORTGAGE,40000,TN,29.97,2000,
C,5 years,RENT,60000,NJ,15.48,2005,
C,10+ years,RENT,80000,TX,18.23,1999,
C,10+ years,MORTGAGE,60000,GA,11.3,2002,
C,6 years,MORTGAGE,125000,TX,23.78,2003,
C,3 years,MORTGAGE,30000,NY,13.1,2014,
C,10+ years,MORTGAGE,20000,GA,21.32,2004,
C,3 years,RENT,60000,MN,13.92,2006,
C,< 1 year,MORTGAGE,40000,KY,19.68,2011,
C,5 years,MORTGAGE,30000,IN,28.32,2011,
C,< 1 year,RENT,10000,CO,2.08,1993,
C,4 years,MORTGAGE,40000,VA,5.23,2004,
C,10+ years,MORTGAGE,80000,NV,15.53,2003,
C,1 year,RENT,150000,TX,11.55,2004,
C,3 years,MORTGAGE,40000,FL,16.56,2002,
C,10+ years,MORTGAGE,40000,OH,8.86,1997,
C,10+ years,RENT,60000,CA,13.94,2002,
C,10+ years,RENT,125000,SC,9.2,1999,
C,2 years,MORTGAGE,150000,CA,17.41,2000,
C,< 1 year,RENT,80000,CA,25.07,2005,
C,n/a,RENT,10000,WI,82.97,2000,
C,7 years,MORTGAGE,100000,CO,6.27,1998,
C,3 years,RENT,150000,CA,8.38,2010,
C,2 years,OWN,100000,CA,2.71,1995,
C,10+ years,RENT,30000,AL,27.71,2005,
C,1 year,RENT,40000,TX,18.51,2007,
C,4 years,OWN,40000,CA,21.9,2006,
C,6 years,MORTGAGE,40000,OK,19.61,2005,
C,10+ years,RENT,100000,WI,31.25,2004,
C,10+ years,MORTGAGE,60000,OR,18.98,1997,
C,3 years,RENT,125000,CA,9.71,2007,
C,1 year,OWN,40000,PA,25.7,1995,
C,10+ years,MORTGAGE,60000,MA,26.76,2005,
C,1 year,RENT,20000,MN,9.04,2005,
C,n/a,RENT,40000,TX,8.98,2005,
C,10+ years,RENT,80000,WA,23.5,2011,
C,4 years,MORTGAGE,125000,CA,14.7,2005,
C,10+ years,RENT,60000,MD,20.93,2007,
C,4 years,RENT,30000,TX,28.36,2005,
C,4 years,OWN,60000,FL,22.29,2009,
C,9 years,RENT,60000,OR,16.83,2002,
C,5 years,MORTGAGE,80000,KS,17.01,2007,
C,10+ years,MORTGAGE,60000,NC,34.99,1993,
C,6 years,MORTGAGE,100000,TX,14.53,2010,
C,4 years,OWN,20000,AZ,30.48,2009,
C,10+ years,RENT,40000,NV,33.36,2003,
C,3 years,RENT,40000,KS,17.47,2006,
C,2 years,OWN,30000,LA,14.91,2004,
C,6 years,MORTGAGE,80000,FL,8.03,2005,
C,2 years,MORTGAGE,80000,NV,23.59,1999,
C,7 years,MORTGAGE,40000,IL,12.48,2000,
C,10+ years,MORTGAGE,40000,FL,8.43,2001,
C,10+ years,MORTGAGE,60000,KY,19.97,2007,
C,8 years,MORTGAGE,40000,FL,7.04,2001,
C,10+ years,MORTGAGE,40000,IL,26.68,2003,
C,< 1 year,MORTGAGE,40000,AZ,35.22,1989,
C,n/a,OWN,20000,TN,9.82,2005,
C,10+ years,MORTGAGE,125000,CA,19.75,1996,
C,10+ years,OWN,60000,WI,27.51,1998,
C,2 years,RENT,40000,NJ,18.32,2001,
C,10+ years,MORTGAGE,40000,OH,34.48,2007,
C,7 years,OWN,20000,MS,25.01,2001,
C,7 years,MORTGAGE,60000,AL,26.37,2004,
C,6 years,RENT,20000,VA,33.21,2003,
C,5 years,RENT,40000,TX,16.19,1999,
C,10+ years,MORTGAGE,60000,WA,22.21,2002,
C,10+ years,MORTGAGE,60000,GA,9.95,1998,
C,< 1 year,MORTGAGE,30000,OH,47.82,2000,
C,10+ years,OWN,100000,CA,15.71,1993,
C,4 years,RENT,40000,NV,18.39,2003,
C,10+ years,MORTGAGE,60000,TX,20.68,1995,
C,n/a,MORTGAGE,40000,KY,16.96,1998,
C,4 years,MORTGAGE,40000,TX,31.93,2001,
C,9 years,MORTGAGE,60000,LA,18.22,2005,
C,7 years,MORTGAGE,100000,PA,15.39,2003,
C,< 1 year,RENT,10000,CA,51.53,1996,
C,10+ years,OWN,30000,KS,26.15,1991,
C,10+ years,MORTGAGE,60000,PA,9.52,2002,
C,1 year,MORTGAGE,150000,TX,14.45,1999,
C,10+ years,MORTGAGE,125000,MI,13.9,1994,
C,10+ years,MORTGAGE,80000,MT,5.2,2001,
C,< 1 year,RENT,20000,MN,20.19,2009,
C,10+ years,RENT,30000,NV,18.6,1996,
C,10+ years,MORTGAGE,40000,MN,20.75,2005,
C,< 1 year,RENT,80000,CA,8.86,1999,
C,7 years,MORTGAGE,80000,PA,15.46,2004,
C,10+ years,MORTGAGE,60000,OH,12.41,1997,
C,n/a,MORTGAGE,20000,AR,17.4,2002,
C,10+ years,RENT,40000,NY,15.19,1994,
C,10+ years,MORTGAGE,80000,MO,38.09,2000,
C,2 years,MORTGAGE,60000,FL,25.51,2009,
C,8 years,OWN,40000,LA,3.86,2006,
C,5 years,MORTGAGE,100000,GA,19.87,2010,
C,10+ years,MORTGAGE,80000,FL,16.19,1997,
C,2 years,RENT,80000,CA,12.65,2003,
C,3 years,RENT,80000,FL,12.24,2014,
C,3 years,MORTGAGE,150000,MI,10.55,2010,
C,10+ years,OWN,80000,NC,25.33,2004,
C,3 years,MORTGAGE,60000,UT,29.25,2006,
C,4 years,RENT,40000,AZ,26.89,2010,
C,3 years,RENT,60000,FL,17.84,2005,
C,3 years,OWN,40000,VA,11.78,2008,
C,3 years,MORTGAGE,60000,NY,9.66,2000,
C,< 1 year,MORTGAGE,60000,NE,23.76,2002,
C,n/a,RENT,30000,CT,1.8,2009,
C,10+ years,RENT,30000,AL,25.16,2006,
C,10+ years,MORTGAGE,40000,PA,1.94,2005,
C,5 years,MORTGAGE,40000,KS,15.82,2002,
C,10+ years,MORTGAGE,100000,NY,22.03,1999,
C,10+ years,MORTGAGE,60000,IL,17.33,2002,
C,6 years,MORTGAGE,40000,NY,31.49,2003,
C,< 1 year,RENT,40000,OR,20.08,2010,
C,10+ years,MORTGAGE,60000,MD,7.39,2003,
C,n/a,MORTGAGE,40000,OK,30.76,1986,
C,3 years,OWN,60000,LA,16.56,2000,
C,7 years,RENT,60000,CA,28.06,2003,
C,< 1 year,RENT,30000,AZ,15.72,2013,
C,4 years,MORTGAGE,40000,CA,17.3,2008,
C,9 years,RENT,80000,UT,16.46,1987,
C,10+ years,OWN,60000,LA,8.07,1997,
C,3 years,MORTGAGE,40000,SC,21.16,1988,
C,1 year,RENT,100000,CA,19.97,2005,
C,10+ years,MORTGAGE,100000,PA,2.29,2000,
C,10+ years,MORTGAGE,80000,NY,2.68,2011,
C,10+ years,MORTGAGE,100000,CA,6.97,2002,
C,< 1 year,RENT,40000,TX,27.8,1999,
C,< 1 year,RENT,30000,FL,13.14,2008,
C,4 years,OWN,40000,MS,4.94,1985,
C,8 years,MORTGAGE,60000,KY,10.53,2005,
C,n/a,RENT,30000,VA,22.56,1996,
C,10+ years,MORTGAGE,40000,AZ,15.94,2004,
C,n/a,MORTGAGE,20000,CA,72.73,1998,
C,10+ years,MORTGAGE,60000,IL,19.46,2002,
C,7 years,RENT,40000,FL,26.65,2006,
C,< 1 year,RENT,40000,CO,11.52,2011,
C,2 years,RENT,80000,CA,26.38,1999,
C,10+ years,RENT,30000,MO,9.6,2003,
C,< 1 year,RENT,30000,WI,42.66,2010,
C,10+ years,OWN,40000,CO,28.48,2000,
C,3 years,RENT,30000,NY,9.63,2005,
C,10+ years,MORTGAGE,40000,TX,14.84,1999,
C,n/a,RENT,40000,OK,31.9,1992,
C,9 years,MORTGAGE,100000,OH,17.07,1996,
C,10+ years,MORTGAGE,60000,CA,18.18,1999,
C,10+ years,MORTGAGE,80000,WA,5.04,2001,
C,2 years,MORTGAGE,150000,WA,29.61,1997,
C,n/a,MORTGAGE,15000,IN,29.54,1997,
C,4 years,RENT,40000,TX,23.41,2005,
C,10+ years,MORTGAGE,60000,MA,8.82,1994,
C,10+ years,MORTGAGE,80000,TX,15.34,2009,
C,4 years,RENT,20000,CA,5.78,2013,
C,8 years,MORTGAGE,80000,MS,21.08,1992,
C,n/a,RENT,10000,TX,,2011,
C,10+ years,RENT,100000,NY,10.3,2000,
C,2 years,MORTGAGE,30000,FL,18.66,2003,
C,n/a,RENT,15000,TN,27.13,1992,
C,10+ years,RENT,80000,MS,13.93,1993,
C,4 years,MORTGAGE,125000,NY,11.1,1997,
C,2 years,MORTGAGE,80000,FL,33.97,2002,
C,10+ years,OWN,100000,CA,21.45,2005,
C,< 1 year,RENT,100000,CA,27.16,2003,
C,10+ years,MORTGAGE,60000,SC,17.9,2005,
C,3 years,MORTGAGE,60000,MI,27.05,1986,
C,< 1 year,MORTGAGE,60000,OH,25.33,1993,
C,10+ years,MORTGAGE,80000,MN,4.71,2007,
C,< 1 year,MORTGAGE,100000,CA,24.24,1998,
C,10+ years,OWN,60000,MI,7.45,2000,
C,3 years,MORTGAGE,40000,IL,24.48,2011,
C,1 year,RENT,60000,CA,25.53,1996,
C,10+ years,RENT,125000,OK,21.51,2003,
C,4 years,MORTGAGE,150000,CA,14.69,2001,
C,1 year,MORTGAGE,15000,WI,25.03,2008,
C,4 years,MORTGAGE,100000,GA,17.74,2002,
C,4 years,RENT,20000,LA,45.22,2011,
C,< 1 year,MORTGAGE,10000,CA,32.96,2006,
C,< 1 year,OWN,20000,CO,29,2008,
C,6 years,RENT,40000,CA,21.08,2007,
C,3 years,MORTGAGE,80000,TX,9.24,2003,
C,3 years,MORTGAGE,20000,AL,17.01,2005,
C,10+ years,MORTGAGE,80000,GA,24.32,1995,
C,5 years,RENT,60000,WA,30.39,2006,
C,10+ years,MORTGAGE,100000,VA,30.35,1987,
C,10+ years,MORTGAGE,60000,MI,19.19,2002,
C,5 years,MORTGAGE,60000,MO,9.49,1996,
C,10+ years,MORTGAGE,40000,NC,22.04,2013,
C,10+ years,RENT,40000,WI,26.07,2002,
C,10+ years,MORTGAGE,80000,AZ,12.53,2002,
C,10+ years,MORTGAGE,150000,AR,29.08,2000,
C,< 1 year,OWN,125000,GA,19.75,2005,
C,< 1 year,MORTGAGE,60000,IL,34.98,1995,
C,5 years,MORTGAGE,80000,FL,21.09,2000,
C,10+ years,RENT,60000,IN,16.13,2011,
C,10+ years,MORTGAGE,40000,NY,30.74,2002,
C,10+ years,MORTGAGE,30000,WI,21.43,2006,
C,10+ years,RENT,40000,MN,22.95,2011,
C,2 years,RENT,40000,NY,16.59,2005,
C,10+ years,MORTGAGE,40000,NC,9.23,2003,
C,4 years,MORTGAGE,30000,PA,29.78,2002,
C,3 years,RENT,20000,KY,29.83,2000,
C,< 1 year,RENT,30000,FL,21.87,2010,
C,< 1 year,RENT,20000,NC,26.5,2013,
C,4 years,MORTGAGE,125000,VA,13.72,1995,
C,6 years,RENT,20000,AR,9.76,2005,
C,7 years,MORTGAGE,60000,NY,28.4,2004,
C,6 years,MORTGAGE,60000,TX,21.67,2010,
C,10+ years,OWN,100000,GA,27.69,1999,
C,2 years,RENT,60000,NY,4.76,2006,
C,2 years,MORTGAGE,125000,TX,24.3,2001,
C,2 years,RENT,80000,NY,17.55,2006,
C,7 years,RENT,15000,CA,25.02,2011,
C,10+ years,RENT,60000,IL,4.84,2004,
C,8 years,RENT,20000,IN,45.16,2007,
C,2 years,RENT,40000,GA,26.41,2004,
C,< 1 year,RENT,20000,FL,13.8,2007,
C,8 years,MORTGAGE,80000,MD,27.32,2000,
C,2 years,RENT,40000,MN,7.85,2010,
C,10+ years,MORTGAGE,20000,MO,21.24,2003,
C,5 years,MORTGAGE,40000,MI,22.44,1994,
C,8 years,MORTGAGE,40000,CT,27.31,1994,
C,1 year,RENT,30000,GA,25,2008,
C,2 years,MORTGAGE,80000,PA,29.49,2004,
C,1 year,RENT,40000,NY,13.55,1992,
C,< 1 year,MORTGAGE,80000,TX,24.88,2003,
C,2 years,RENT,30000,UT,30,2010,
C,5 years,RENT,40000,PA,30.91,2000,
C,10+ years,RENT,30000,CA,20.28,2001,
C,10+ years,OWN,60000,PA,11.05,1991,
C,n/a,RENT,40000,CA,9.83,2002,
C,10+ years,MORTGAGE,150000,TX,7.43,2003,
C,5 years,MORTGAGE,60000,FL,5.66,2011,
C,2 years,OWN,30000,WY,19.86,2007,
C,2 years,RENT,80000,CA,31.4,1997,
C,< 1 year,MORTGAGE,60000,RI,26.77,2000,
C,10+ years,RENT,40000,WA,23.05,2000,
C,2 years,OWN,125000,TX,9.41,2005,
C,< 1 year,RENT,80000,TX,16.62,2003,
C,3 years,RENT,20000,FL,15.52,2013,
C,10+ years,MORTGAGE,40000,TX,16.54,2001,
C,< 1 year,RENT,10000,NY,119.81,2005,
C,8 years,RENT,40000,CA,24.15,2010,
C,3 years,RENT,40000,FL,24.73,2005,
C,7 years,RENT,30000,MN,24.16,2001,
C,10+ years,RENT,30000,MI,17.58,1998,
C,3 years,MORTGAGE,125000,TX,22.35,2002,
C,10+ years,MORTGAGE,100000,TN,12.58,2005,
C,< 1 year,MORTGAGE,100000,NM,7.44,2012,
C,6 years,MORTGAGE,30000,MD,17.8,2001,
C,10+ years,MORTGAGE,60000,LA,23.34,1984,
C,7 years,RENT,40000,NY,21.16,2004,
C,2 years,MORTGAGE,60000,IL,12.55,2004,
C,9 years,MORTGAGE,100000,PA,32.73,1989,
C,1 year,MORTGAGE,40000,NJ,12.97,2007,
C,n/a,MORTGAGE,15000,GA,28.92,2003,
C,2 years,RENT,60000,NJ,23.36,1994,
C,10+ years,RENT,40000,KY,18.36,2007,
C,8 years,MORTGAGE,60000,TX,25.34,1999,
C,10+ years,RENT,60000,WA,22.25,1994,
C,1 year,RENT,60000,NJ,30.36,2001,
C,3 years,RENT,40000,MA,15.73,2012,
C,2 years,RENT,60000,CA,24.54,2003,
C,10+ years,MORTGAGE,125000,CO,7.18,1996,
C,10+ years,OWN,60000,NE,11.35,1999,
C,< 1 year,MORTGAGE,60000,MN,11.71,2002,
C,10+ years,MORTGAGE,100000,NY,16.22,2003,
C,10+ years,MORTGAGE,100000,AZ,16.55,2002,
C,10+ years,RENT,60000,MO,14.15,2006,
C,2 years,MORTGAGE,125000,FL,12.19,1989,
C,n/a,MORTGAGE,100000,OR,12.75,2010,
C,< 1 year,RENT,20000,NJ,8.6,2013,
C,10+ years,OWN,40000,NC,11.95,2013,
C,1 year,RENT,20000,WY,44.27,2004,
C,1 year,MORTGAGE,60000,FL,27.1,1996,
C,< 1 year,MORTGAGE,60000,MA,12.5,2002,
C,4 years,RENT,60000,NC,18.45,2002,
C,10+ years,MORTGAGE,80000,TX,18.3,1995,
C,2 years,MORTGAGE,150000,OH,16.74,1990,
C,5 years,RENT,30000,WI,11.47,2008,
C,10+ years,RENT,60000,NV,9.85,2002,
C,5 years,OWN,40000,OH,27.54,2002,
C,8 years,RENT,80000,NY,25.99,2004,
C,3 years,MORTGAGE,40000,NY,21.16,2003,
C,1 year,MORTGAGE,100000,AZ,3.68,2011,
C,2 years,MORTGAGE,125000,KS,17.9,2001,
C,8 years,RENT,40000,MA,13.87,2004,
C,10+ years,MORTGAGE,60000,IL,19.76,1993,
C,8 years,RENT,40000,FL,29.19,2001,
C,7 years,MORTGAGE,60000,CT,9.12,2006,
C,8 years,RENT,40000,NV,30.02,2005,
C,3 years,MORTGAGE,40000,IL,8.45,2007,
C,n/a,OWN,30000,TN,17.61,2005,
C,10+ years,MORTGAGE,40000,MI,20.61,2003,
C,9 years,MORTGAGE,80000,AL,20.07,1995,
C,10+ years,MORTGAGE,60000,MA,10.73,2000,
C,n/a,RENT,10000,TX,80.13,1995,
C,10+ years,RENT,60000,OH,22.13,2006,
C,4 years,MORTGAGE,100000,MT,25.03,2002,
C,5 years,RENT,40000,SC,21.6,1999,
C,2 years,MORTGAGE,40000,SD,17.5,2001,
C,10+ years,MORTGAGE,80000,FL,22.22,1990,
C,6 years,RENT,60000,NY,12.91,2005,
C,4 years,RENT,30000,NY,12.04,2007,
C,7 years,RENT,40000,NY,24.37,1990,
C,2 years,OWN,40000,CA,30.32,2002,
C,10+ years,RENT,60000,FL,20.25,2000,
C,5 years,MORTGAGE,40000,OH,19.94,2013,
C,2 years,RENT,20000,NC,25.12,2008,
C,< 1 year,MORTGAGE,60000,NC,9.91,1999,
C,< 1 year,RENT,150000,GA,31.55,1988,
C,2 years,RENT,125000,CA,14.77,2005,
C,10+ years,MORTGAGE,60000,NY,16.94,2004,
C,5 years,MORTGAGE,60000,AZ,25,2005,
C,3 years,MORTGAGE,150000,FL,6.48,2005,
C,2 years,MORTGAGE,60000,KY,34.87,2005,
C,9 years,MORTGAGE,40000,FL,19.19,2004,
C,10+ years,OWN,20000,IN,10.78,2005,
C,2 years,OWN,100000,IL,12.42,2005,
C,10+ years,MORTGAGE,150000,WA,26.45,1989,
C,9 years,MORTGAGE,125000,MD,23.89,1996,
C,< 1 year,MORTGAGE,60000,NY,28.18,2002,
C,10+ years,MORTGAGE,150000,NC,24.51,1988,
C,7 years,MORTGAGE,60000,CA,16.74,1998,
C,10+ years,MORTGAGE,150000,FL,4.58,1993,
C,10+ years,OWN,100000,NY,30.87,1991,
C,8 years,RENT,15000,FL,24.23,2013,
C,10+ years,RENT,60000,CA,17.17,2003,
C,10+ years,MORTGAGE,150000,NJ,18.58,2002,
C,5 years,MORTGAGE,60000,NC,10.44,2002,
C,10+ years,MORTGAGE,60000,NC,24.4,2005,
C,10+ years,MORTGAGE,40000,GA,21.62,2006,
C,4 years,MORTGAGE,40000,IL,17.36,1991,
C,3 years,RENT,60000,NY,25.38,2013,
C,10+ years,MORTGAGE,30000,FL,27.51,2001,
C,10+ years,MORTGAGE,125000,AZ,15.87,2002,
C,9 years,OWN,40000,TX,19.96,2003,
C,1 year,RENT,40000,AK,10.58,2008,
C,10+ years,RENT,60000,IL,9.56,2001,
C,10+ years,RENT,20000,VT,18.35,2005,
C,10+ years,OWN,125000,AR,21.17,2005,
C,7 years,RENT,40000,MD,14.35,2005,
C,2 years,OWN,30000,OH,20.1,2001,
C,1 year,RENT,60000,NV,20.6,2012,
C,10+ years,MORTGAGE,80000,NJ,17.28,2013,
C,10+ years,MORTGAGE,40000,NC,28.76,2006,
C,< 1 year,RENT,30000,CA,9.45,2006,
C,< 1 year,MORTGAGE,40000,AR,29.32,2002,
C,3 years,RENT,40000,HI,26.71,2004,
C,< 1 year,OWN,40000,ND,12.25,2005,
C,3 years,MORTGAGE,80000,GA,19.69,1994,
C,1 year,RENT,40000,FL,9.21,2011,
C,10+ years,OWN,60000,MI,14.6,2001,
C,8 years,OWN,40000,MO,8.23,2004,
C,1 year,OWN,20000,MO,22.31,2013,
C,4 years,MORTGAGE,80000,GA,12.54,1996,
C,10+ years,MORTGAGE,40000,MD,20.52,2008,
C,5 years,RENT,100000,NJ,3.38,2012,
C,7 years,RENT,40000,AZ,15,2003,
C,< 1 year,RENT,40000,NJ,13.11,2006,
C,4 years,RENT,60000,MN,10.49,2002,
C,< 1 year,RENT,40000,CA,22.23,2005,
C,10+ years,OWN,60000,OH,14.34,1993,
C,< 1 year,RENT,80000,WI,7.19,2006,
C,10+ years,OWN,60000,MD,3.54,2001,
C,< 1 year,RENT,40000,CA,30.77,2010,
C,2 years,RENT,15000,CA,28.81,2008,
C,4 years,RENT,40000,SC,18.67,2008,
C,10+ years,MORTGAGE,100000,TX,19.36,1999,
C,4 years,MORTGAGE,60000,TX,23.67,2013,
C,2 years,RENT,40000,GA,8.93,2010,
C,10+ years,MORTGAGE,125000,TX,26.91,2003,
C,10+ years,MORTGAGE,150000,CO,27.3,1996,
C,10+ years,RENT,80000,OK,24.48,1995,
C,6 years,OWN,20000,PA,26.64,2001,
C,2 years,MORTGAGE,40000,OH,12.14,2012,
C,4 years,RENT,40000,TX,18.6,2012,
C,2 years,RENT,20000,UT,25.76,2008,
C,10+ years,RENT,100000,CA,7.48,1996,
C,5 years,RENT,60000,NY,18.24,2006,
C,10+ years,MORTGAGE,80000,TX,30.49,1997,
C,5 years,RENT,40000,MN,13.41,2008,
C,5 years,RENT,30000,PA,25.3,2002,
C,7 years,MORTGAGE,40000,LA,15.14,1997,
C,< 1 year,RENT,80000,OR,16.72,2004,
C,9 years,MORTGAGE,40000,OR,22.19,2006,
C,10+ years,MORTGAGE,150000,OH,19.61,1995,
C,10+ years,MORTGAGE,150000,VA,7.93,2009,
C,10+ years,MORTGAGE,60000,AL,21.41,2004,
C,10+ years,MORTGAGE,40000,OH,17.9,2006,
C,7 years,OWN,60000,GA,10.19,2002,
C,5 years,OWN,20000,CA,31.3,2003,
C,< 1 year,RENT,60000,NY,21.53,1985,
C,< 1 year,RENT,30000,PA,17.43,2010,
C,10+ years,MORTGAGE,100000,IL,19.4,1993,
C,3 years,RENT,80000,NY,4.98,2008,
C,10+ years,RENT,125000,NY,5.44,1998,
C,< 1 year,MORTGAGE,40000,NY,2.81,2000,
C,4 years,RENT,40000,LA,7.57,2004,
C,< 1 year,MORTGAGE,30000,NY,45.73,2005,
C,n/a,RENT,20000,OH,27.87,2001,
C,n/a,MORTGAGE,30000,MI,25.4,2001,
C,2 years,MORTGAGE,40000,PA,32.51,2009,
C,6 years,RENT,40000,VA,27.18,2012,
C,6 years,MORTGAGE,40000,IL,40.85,1998,
C,10+ years,RENT,20000,MO,14.52,2004,
C,9 years,MORTGAGE,40000,SD,15.54,2003,
C,< 1 year,RENT,100000,IL,8.41,1999,
C,4 years,MORTGAGE,150000,OH,6.42,2002,
C,2 years,RENT,40000,NY,3.37,2013,
C,9 years,RENT,60000,CA,23.81,1994,
C,< 1 year,MORTGAGE,80000,TX,11.18,2007,
C,< 1 year,RENT,100000,CA,0.63,2012,
C,10+ years,MORTGAGE,80000,NY,26.7,1994,
C,3 years,RENT,60000,NV,26.62,2007,
C,< 1 year,MORTGAGE,20000,OK,72.46,2007,
C,10+ years,MORTGAGE,150000,VA,6.01,1993,
C,2 years,MORTGAGE,60000,NY,24.57,2007,
C,n/a,OWN,20000,KS,26.05,1992,
C,9 years,MORTGAGE,125000,MI,10.07,1986,
C,6 years,MORTGAGE,30000,NC,34.47,2000,
C,10+ years,OWN,100000,IN,24.27,1997,
C,10+ years,RENT,40000,IN,13.06,1995,
C,8 years,MORTGAGE,40000,TX,25.65,1994,
C,3 years,RENT,100000,FL,26.75,1991,
C,10+ years,MORTGAGE,60000,CT,10.96,2003,
C,n/a,MORTGAGE,40000,LA,21.71,1987,
C,10+ years,OWN,60000,NC,15.06,2003,
C,7 years,MORTGAGE,60000,FL,2.34,2010,
C,10+ years,RENT,60000,OH,22.77,2003,
C,2 years,RENT,40000,NC,23.27,2001,
C,2 years,RENT,40000,IL,13.42,2013,
C,10+ years,MORTGAGE,80000,NJ,13.73,1993,
C,1 year,MORTGAGE,100000,CO,20.87,2005,
C,6 years,RENT,60000,FL,32.1,2001,
C,6 years,MORTGAGE,100000,MA,25.72,2000,
C,2 years,MORTGAGE,30000,TN,15.7,2010,
C,6 years,RENT,20000,CA,27.9,2006,
C,9 years,MORTGAGE,40000,VA,12.56,2005,
C,6 years,RENT,30000,MA,29.9,2013,
C,1 year,MORTGAGE,40000,VA,15.52,2006,
C,10+ years,MORTGAGE,40000,PA,10.33,2000,
C,2 years,RENT,30000,MI,15.19,1999,
C,8 years,MORTGAGE,100000,FL,25.2,1990,
C,8 years,OWN,40000,NC,5.72,2003,
C,10+ years,MORTGAGE,100000,MI,33.46,1981,
C,2 years,RENT,60000,CA,10.97,2010,
C,1 year,RENT,20000,MN,20.12,2013,
C,10+ years,RENT,20000,OH,8.14,1986,
C,10+ years,OWN,60000,NJ,1.73,1993,
C,10+ years,OWN,30000,NY,18.21,2002,
C,10+ years,OWN,100000,WA,17.26,1997,
C,10+ years,MORTGAGE,60000,KY,25.63,1997,
C,3 years,RENT,40000,FL,27.82,2009,
C,5 years,MORTGAGE,80000,GA,22.81,2002,
C,1 year,RENT,15000,CA,3.08,2008,
C,10+ years,MORTGAGE,60000,NJ,28.56,1987,
C,< 1 year,MORTGAGE,150000,IN,7.57,2003,
C,5 years,MORTGAGE,40000,CT,12.94,1993,
C,10+ years,MORTGAGE,125000,FL,17.82,2005,
C,1 year,RENT,40000,CA,21.7,2009,
C,10+ years,MORTGAGE,40000,OH,27.95,2003,
C,5 years,RENT,60000,AL,15.65,2010,
C,10+ years,MORTGAGE,60000,IL,17.43,2004,
C,3 years,MORTGAGE,40000,OH,25.42,2007,
C,2 years,OWN,40000,PA,14.04,2003,
C,2 years,RENT,20000,IL,26,2003,
C,10+ years,MORTGAGE,150000,VA,13.5,1983,
C,10+ years,RENT,40000,IN,22.54,2004,
C,2 years,OWN,60000,NM,23.42,1995,
C,2 years,RENT,60000,FL,3.14,1996,
