grade,emp_length,home_ownership,income,state,debt to income,earliest credit
C,6 years,RENT,60000,CA,11,1987
A,2 years,RENT,60000,CA,21,1999
C,5 years,RENT,60000,CA,12,2000
A,2 years,MORTGAGE,40000,UT,12,2011
C,7 years,MORTGAGE,80000,TX,34,1996
A,< 1 year,OWN,30000,TN,29,1985
A,< 1 year,MORTGAGE,40000,IN,13,2005
A,10+ years,RENT,80000,CA,27,2002
C,10+ years,MORTGAGE,100000,MA,12,2005
C,10+ years,RENT,40000,TX,20,1996
A,10+ years,MORTGAGE,150000,TX,11,2003
C,5 years,RENT,40000,CO,11,2012
A,n/a,MORTGAGE,40000,GA,23,1995
C,4 years,MORTGAGE,80000,TX,5,1988
C,10+ years,MORTGAGE,100000,TN,22,1999
A,8 years,RENT,100000,CO,21,2000
C,4 years,RENT,30000,FL,25,2012
A,10+ years,MORTGAGE,80000,CA,16,1995
C,< 1 year,RENT,60000,OH,29,2006
C,< 1 year,RENT,40000,CO,16,1996
C,3 years,RENT,100000,WI,13,1992
C,n/a,MORTGAGE,20000,MI,16,1989
C,7 years,RENT,40000,FL,27,2006
C,n/a,RENT,30000,KY,32,1997
A,3 years,MORTGAGE,30000,TX,14,1998
C,8 years,RENT,40000,CT,20,2014
C,1 year,RENT,30000,MD,10,2010
C,10+ years,OWN,60000,CA,19,1994
C,10+ years,MORTGAGE,100000,IL,16,1980
C,10+ years,MORTGAGE,150000,OK,23,1993
C,10+ years,MORTGAGE,60000,TX,12,1997
A,2 years,RENT,80000,DE,16,2007
C,8 years,MORTGAGE,100000,IL,12,2003
C,2 years,MORTGAGE,60000,NV,28,1988
C,8 years,RENT,30000,TX,24,2006
A,10+ years,MORTGAGE,125000,VA,7,2003
C,10+ years,RENT,40000,CA,10,2004
C,5 years,MORTGAGE,40000,GA,32,2006
A,5 years,OWN,60000,MI,24,2001
A,3 years,RENT,150000,NY,21,2007
C,7 years,RENT,60000,PA,25,2000
A,10+ years,MORTGAGE,40000,NY,1,2003
C,10+ years,MORTGAGE,80000,WI,20,2002
C,10+ years,RENT,80000,FL,24,2003
C,10+ years,OWN,150000,MI,10,1998
C,5 years,RENT,20000,KY,26,2005
C,< 1 year,RENT,30000,TX,14,2006
A,10+ years,MORTGAGE,40000,NM,14,2004
C,10+ years,RENT,60000,IL,10,2001
A,10+ years,MORTGAGE,60000,TX,32,2000
C,4 years,MORTGAGE,60000,AR,21,2007
C,2 years,RENT,40000,IL,32,2003
C,5 years,OWN,40000,MN,17,2003
A,1 year,OWN,40000,CO,14,2002
C,2 years,RENT,60000,NY,5,2008
C,9 years,RENT,40000,CA,34,2007
C,3 years,RENT,30000,VA,32,2002
A,2 years,MORTGAGE,40000,MI,26,2003
C,< 1 year,MORTGAGE,10000,UT,19,1991
C,6 years,MORTGAGE,60000,GA,30,1980
A,2 years,MORTGAGE,80000,MO,26,2001
C,< 1 year,RENT,40000,OR,21,2005
A,8 years,MORTGAGE,60000,MO,26,2005
C,1 year,MORTGAGE,40000,CA,29,2004
C,10+ years,RENT,60000,IL,4,2001
C,3 years,MORTGAGE,60000,LA,21,1998
A,< 1 year,RENT,100000,VA,18,1995
C,3 years,MORTGAGE,60000,MO,19,2004
C,2 years,RENT,20000,MA,31,2010
C,3 years,OWN,20000,KY,22,2009
C,1 year,RENT,20000,NY,9,2012
A,10+ years,RENT,80000,MA,12,2004
C,10+ years,OWN,20000,MI,11,1999
C,4 years,RENT,40000,CA,30,1996
A,1 year,MORTGAGE,40000,TN,18,2006
C,8 years,RENT,80000,KS,16,2010
A,4 years,RENT,60000,TX,25,1999
C,2 years,RENT,60000,TX,21,2008
A,10+ years,MORTGAGE,80000,TN,12,2000
C,1 year,MORTGAGE,30000,WY,65,2003
C,6 years,MORTGAGE,60000,CO,29,2006
C,3 years,RENT,150000,IL,7,1987
A,6 years,RENT,40000,CO,16,2002
C,2 years,MORTGAGE,125000,MO,11,2005
C,10+ years,RENT,100000,NY,10,2000
A,10+ years,MORTGAGE,60000,OH,17,1981
C,3 years,RENT,40000,IL,16,1979
C,1 year,OWN,60000,NM,14,2006
A,8 years,RENT,60000,FL,30,1995
C,4 years,RENT,40000,WA,2,2012
C,10+ years,MORTGAGE,80000,MA,14,2006
C,7 years,MORTGAGE,40000,OH,27,2007
A,< 1 year,MORTGAGE,150000,NE,9,1997
C,9 years,RENT,40000,FL,17,1998
C,2 years,MORTGAGE,40000,TX,26,2013
A,< 1 year,RENT,40000,CA,22,2006
A,5 years,MORTGAGE,40000,FL,14,2004
A,10+ years,RENT,40000,CA,23,1997
A,10+ years,MORTGAGE,125000,MA,9,2012
C,4 years,RENT,40000,OH,26,1986
C,10+ years,MORTGAGE,40000,AL,15,2001
A,10+ years,MORTGAGE,125000,MI,8,1992
A,8 years,MORTGAGE,60000,CA,11,1991
A,1 year,RENT,60000,TX,7,2009
A,10+ years,MORTGAGE,40000,FL,20,1998
C,10+ years,RENT,60000,VT,28,1997
C,2 years,RENT,60000,CA,5,2013
C,10+ years,MORTGAGE,40000,LA,28,1994
A,n/a,OWN,60000,CA,2,1990
C,n/a,OWN,80000,IL,12,2006
C,9 years,RENT,60000,NY,17,1989
A,10+ years,MORTGAGE,60000,VA,29,2006
C,10+ years,MORTGAGE,80000,WI,32,1986
C,10+ years,MORTGAGE,100000,CA,33,1994
C,10+ years,MORTGAGE,125000,FL,17,1985
A,10+ years,OWN,60000,MA,25,1992
A,8 years,RENT,100000,NY,1,2005
C,9 years,MORTGAGE,150000,CT,19,1991
A,4 years,MORTGAGE,60000,OH,11,2000
C,7 years,RENT,30000,AZ,23,2012
C,5 years,MORTGAGE,80000,WY,22,2005
C,5 years,RENT,60000,CA,9,2007
C,10+ years,MORTGAGE,125000,TX,6,1990
C,6 years,RENT,80000,CA,15,2003
C,6 years,OWN,60000,TX,19,2008
C,10+ years,RENT,80000,CA,30,1999
A,n/a,MORTGAGE,80000,CA,6,1971
C,5 years,MORTGAGE,125000,FL,24,2007
A,< 1 year,OWN,40000,FL,34,2006
C,4 years,RENT,80000,TX,15,1982
C,4 years,MORTGAGE,40000,VA,14,2007
C,10+ years,RENT,60000,CA,43,2006
C,6 years,RENT,125000,CA,14,2001
C,9 years,MORTGAGE,80000,TN,21,1996
C,10+ years,MORTGAGE,60000,MT,26,1997
C,3 years,MORTGAGE,125000,NY,25,2000
C,4 years,RENT,40000,MN,6,2007
C,10+ years,MORTGAGE,40000,NY,19,1998
C,10+ years,MORTGAGE,150000,NY,5,1989
C,10+ years,OWN,80000,NY,28,2002
C,10+ years,RENT,40000,CA,20,1998
A,5 years,MORTGAGE,40000,TX,18,2002
A,2 years,MORTGAGE,80000,OR,14,2001
C,3 years,RENT,40000,FL,25,2005
A,6 years,RENT,80000,TX,14,2006
A,10+ years,MORTGAGE,100000,NJ,9,1995
A,6 years,MORTGAGE,30000,IL,39,2002
C,10+ years,RENT,80000,CA,19,1997
C,7 years,RENT,30000,AZ,14,2003
C,3 years,RENT,60000,MI,16,2003
A,1 year,MORTGAGE,40000,TX,25,2001
A,2 years,OWN,40000,IN,22,2004
C,10+ years,OWN,30000,TX,29,2000
C,10+ years,MORTGAGE,30000,WI,20,2005
C,10+ years,MORTGAGE,80000,IL,14,1999
C,< 1 year,MORTGAGE,60000,MN,28,1999
C,2 years,MORTGAGE,100000,NY,6,2006
A,1 year,RENT,40000,MA,15,2007
C,3 years,MORTGAGE,150000,CA,7,1997
C,4 years,RENT,150000,TX,16,2000
A,10+ years,MORTGAGE,60000,KY,21,2000
C,10+ years,MORTGAGE,40000,MN,29,1994
C,1 year,RENT,80000,CA,10,2005
C,10+ years,OWN,150000,FL,6,1986
C,10+ years,RENT,40000,FL,12,1999
A,6 years,MORTGAGE,60000,UT,15,2002
C,5 years,RENT,60000,MA,14,1995
C,4 years,MORTGAGE,60000,NY,9,1996
C,7 years,RENT,60000,AL,30,2003
C,10+ years,OWN,60000,PA,8,2002
C,6 years,MORTGAGE,40000,NV,16,2005
A,10+ years,MORTGAGE,100000,VA,22,1998
A,< 1 year,RENT,60000,CO,15,2003
A,9 years,MORTGAGE,125000,MD,18,2002
C,9 years,MORTGAGE,80000,IL,15,2002
C,10+ years,RENT,100000,HI,19,1994
C,10+ years,OWN,30000,PA,19,1996
C,6 years,RENT,60000,TX,5,2014
A,10+ years,MORTGAGE,80000,CA,15,2000
A,6 years,MORTGAGE,125000,CA,26,2001
C,10+ years,MORTGAGE,100000,MO,17,1997
C,1 year,MORTGAGE,30000,TX,25,2006
C,n/a,RENT,40000,CA,23,2007
A,4 years,MORTGAGE,80000,CT,20,1997
C,3 years,RENT,15000,MO,26,1996
A,10+ years,MORTGAGE,40000,MO,10,2003
C,< 1 year,RENT,80000,HI,7,1995
C,10+ years,MORTGAGE,40000,MD,18,2005
A,2 years,MORTGAGE,40000,LA,17,2008
C,10+ years,MORTGAGE,100000,NY,16,1982
C,n/a,MORTGAGE,30000,IL,22,2002
C,10+ years,MORTGAGE,150000,CA,24,1999
C,10+ years,RENT,80000,IN,23,2003
A,4 years,OWN,80000,NM,7,2001
A,n/a,MORTGAGE,60000,GA,13,2002
C,2 years,RENT,15000,MI,46,2011
A,5 years,RENT,40000,AZ,2,2008
C,n/a,MORTGAGE,10000,FL,19,2002
C,5 years,MORTGAGE,60000,NC,24,2006
A,n/a,OWN,60000,TX,1,1975
C,< 1 year,RENT,60000,WA,1,2006
C,10+ years,RENT,40000,NY,26,1996
A,5 years,MORTGAGE,80000,TX,8,1994
C,5 years,OWN,30000,FL,34,2003
C,5 years,RENT,40000,CA,18,2001
A,10+ years,MORTGAGE,80000,IN,23,1998
C,4 years,RENT,40000,NC,18,2005
C,1 year,RENT,40000,PA,34,2010
A,10+ years,MORTGAGE,30000,AK,14,1988
A,10+ years,MORTGAGE,30000,KS,20,1998
C,n/a,MORTGAGE,40000,NC,34,1976
C,2 years,MORTGAGE,20000,MN,0,2007
A,10+ years,RENT,40000,NC,16,2003
C,< 1 year,OWN,40000,VA,9,2007
A,10+ years,RENT,40000,NE,10,2004
A,3 years,MORTGAGE,30000,TX,3,1995
C,10+ years,RENT,40000,IL,9,2006
C,n/a,RENT,20000,FL,34,2004
A,< 1 year,MORTGAGE,125000,NY,18,1988
A,2 years,RENT,30000,CA,30,2007
C,2 years,MORTGAGE,40000,MN,11,2006
C,4 years,RENT,30000,TX,11,2012
C,1 year,RENT,30000,TN,13,2005
C,2 years,RENT,20000,CA,18,2012
A,10+ years,RENT,60000,CA,4,2000
A,3 years,OWN,60000,OR,18,2005
C,10+ years,RENT,40000,LA,9,2000
C,4 years,RENT,30000,NC,8,2013
C,2 years,RENT,30000,GA,1,1997
C,3 years,MORTGAGE,80000,OK,21,2009
C,10+ years,MORTGAGE,40000,IN,21,1998
C,10+ years,MORTGAGE,60000,AL,21,2001
C,5 years,MORTGAGE,60000,VA,14,1998
A,10+ years,MORTGAGE,60000,IN,4,1992
A,3 years,RENT,30000,MA,15,2008
A,n/a,OWN,60000,CA,21,1983
C,1 year,RENT,80000,IL,17,2004
C,5 years,MORTGAGE,125000,CA,19,1989
C,7 years,MORTGAGE,60000,IL,7,1995
C,8 years,OWN,125000,NY,16,1997
C,10+ years,MORTGAGE,80000,GA,33,1984
C,4 years,RENT,150000,PA,7,1998
C,10+ years,MORTGAGE,60000,FL,13,2004
C,4 years,RENT,60000,CA,18,2011
C,10+ years,OWN,40000,SC,9,2007
C,5 years,RENT,40000,SC,26,2004
C,10+ years,MORTGAGE,40000,NV,9,1997
A,10+ years,MORTGAGE,150000,MO,21,1983
A,6 years,RENT,30000,NY,0,2011
C,10+ years,MORTGAGE,30000,NY,28,2006
C,10+ years,MORTGAGE,60000,OH,29,1996
C,4 years,RENT,100000,NC,0,2005
C,4 years,MORTGAGE,60000,GA,11,1992
C,3 years,MORTGAGE,10000,KS,372,1998
C,8 years,OWN,30000,MS,15,1995
C,4 years,MORTGAGE,60000,SC,30,2003
C,2 years,MORTGAGE,80000,FL,2,2014
A,10+ years,RENT,80000,NE,24,2001
C,10+ years,MORTGAGE,20000,CA,16,1993
C,1 year,MORTGAGE,60000,NY,24,1985
C,6 years,RENT,40000,IL,35,2005
A,10+ years,MORTGAGE,40000,WI,24,2005
A,10+ years,RENT,40000,FL,24,2004
C,10+ years,RENT,80000,CA,11,2003
C,2 years,MORTGAGE,60000,AZ,1,2001
C,3 years,OWN,80000,MI,9,2004
A,10+ years,RENT,150000,TX,23,1998
C,9 years,MORTGAGE,40000,IL,27,2010
A,n/a,MORTGAGE,40000,GA,13,1984
C,10+ years,RENT,100000,FL,10,2003
A,< 1 year,OWN,150000,PA,21,2004
A,1 year,MORTGAGE,60000,CO,18,2005
A,n/a,MORTGAGE,40000,FL,19,1985
C,5 years,MORTGAGE,40000,AL,34,2001
A,10+ years,MORTGAGE,150000,CA,8,1990
C,1 year,MORTGAGE,80000,PA,29,1996
C,4 years,RENT,60000,KY,11,2008
A,10+ years,MORTGAGE,100000,SC,28,1987
C,10+ years,MORTGAGE,40000,NY,3,1998
C,< 1 year,RENT,60000,FL,2,2012
A,10+ years,MORTGAGE,60000,IL,22,1994
A,10+ years,MORTGAGE,30000,KY,23,1998
A,10+ years,MORTGAGE,80000,CA,8,1981
C,10+ years,MORTGAGE,80000,MI,26,1992
C,7 years,RENT,40000,NC,28,1997
A,9 years,MORTGAGE,150000,MN,22,1997
C,n/a,MORTGAGE,40000,MO,16,2004
C,6 years,RENT,80000,CA,12,2007
A,9 years,MORTGAGE,60000,IN,12,1995
A,10+ years,OWN,100000,MD,11,2001
A,10+ years,MORTGAGE,125000,CA,13,2000
C,< 1 year,RENT,30000,PA,17,2010
C,4 years,RENT,150000,HI,25,2002
C,2 years,RENT,60000,CA,12,2011
C,6 years,OWN,125000,CO,21,2003
A,3 years,MORTGAGE,40000,NY,28,2008
A,5 years,MORTGAGE,80000,MD,4,2010
C,10+ years,OWN,40000,FL,32,1980
C,1 year,RENT,60000,FL,14,1994
C,3 years,RENT,30000,NY,5,2013
C,n/a,OWN,30000,IN,30,1968
C,n/a,RENT,20000,FL,28,1996
C,10+ years,MORTGAGE,40000,NY,23,1969
A,10+ years,MORTGAGE,100000,FL,34,1997
C,10+ years,MORTGAGE,40000,TX,24,1996
C,3 years,MORTGAGE,60000,AZ,29,1990
C,10+ years,MORTGAGE,60000,WA,7,1999
A,10+ years,MORTGAGE,60000,MO,27,1996
C,9 years,MORTGAGE,80000,NJ,21,1991
C,10+ years,MORTGAGE,100000,IL,8,2003
C,3 years,RENT,40000,FL,2,2014
C,< 1 year,RENT,20000,IN,21,2003
A,2 years,RENT,30000,PA,16,2004
C,1 year,MORTGAGE,40000,WA,11,2004
C,8 years,RENT,60000,CA,27,1993
C,4 years,MORTGAGE,100000,NC,24,2004
C,4 years,RENT,40000,NJ,19,2001
C,10+ years,MORTGAGE,80000,NY,5,1993
C,10+ years,MORTGAGE,40000,FL,20,2000
C,10+ years,MORTGAGE,60000,GA,9,1999
A,9 years,OWN,100000,CA,14,2006
C,2 years,RENT,80000,PA,12,1982
C,10+ years,MORTGAGE,80000,VA,25,2000
C,10+ years,MORTGAGE,100000,OR,31,1995
A,9 years,MORTGAGE,150000,NJ,12,1979
C,4 years,MORTGAGE,30000,PA,24,2001
C,7 years,MORTGAGE,80000,PA,22,1998
C,10+ years,MORTGAGE,60000,WI,28,1990
C,1 year,OWN,40000,MO,6,1986
A,< 1 year,MORTGAGE,60000,FL,18,2011
C,7 years,RENT,125000,NY,5,2005
C,1 year,RENT,125000,CA,21,1994
A,n/a,MORTGAGE,10000,NV,0,2007
C,6 years,MORTGAGE,40000,IN,22,2003
C,4 years,RENT,30000,FL,18,2013
C,7 years,RENT,30000,MD,5,2006
C,6 years,RENT,80000,GA,16,2005
C,5 years,RENT,40000,AL,30,2004
C,5 years,MORTGAGE,40000,GA,19,2009
A,2 years,OWN,20000,CA,12,2013
C,1 year,OWN,40000,AR,22,2004
C,2 years,RENT,40000,OR,9,2003
A,10+ years,MORTGAGE,100000,LA,7,2005
C,9 years,MORTGAGE,60000,CT,30,2004
C,2 years,RENT,60000,IL,24,2006
A,7 years,MORTGAGE,150000,OK,12,2003
C,< 1 year,MORTGAGE,125000,GA,20,2007
A,6 years,RENT,100000,CA,3,2007
C,9 years,MORTGAGE,60000,NY,26,2002
C,4 years,MORTGAGE,60000,MT,10,2002
C,10+ years,OWN,40000,TX,33,1992
C,10+ years,MORTGAGE,60000,TX,11,1996
C,3 years,MORTGAGE,60000,LA,4,2004
C,10+ years,RENT,20000,WI,7,2003
C,< 1 year,MORTGAGE,60000,MI,24,2004
C,5 years,OWN,100000,FL,15,2003
C,n/a,MORTGAGE,60000,TX,35,1983
C,n/a,RENT,20000,MI,44,2005
C,5 years,RENT,60000,CA,18,1999
C,9 years,MORTGAGE,125000,AZ,25,2006
C,n/a,MORTGAGE,60000,NY,14,1987
C,4 years,RENT,40000,NJ,12,2004
C,9 years,MORTGAGE,80000,PA,29,1999
A,n/a,MORTGAGE,80000,NY,18,1973
C,n/a,RENT,40000,FL,14,2003
A,4 years,RENT,60000,NY,8,2002
A,10+ years,MORTGAGE,150000,NJ,20,1991
C,n/a,RENT,20000,PA,41,1999
C,10+ years,MORTGAGE,40000,SD,13,2001
A,10+ years,RENT,60000,NJ,15,2005
C,2 years,MORTGAGE,40000,UT,12,2006
C,1 year,RENT,80000,GA,16,2003
A,2 years,RENT,20000,TX,18,2008
A,10+ years,RENT,60000,VA,6,1998
C,1 year,RENT,60000,FL,9,2006
A,10+ years,MORTGAGE,40000,FL,15,2005
A,10+ years,MORTGAGE,60000,FL,12,2002
A,10+ years,RENT,40000,NV,6,2006
C,2 years,OWN,20000,MO,12,2007
C,4 years,MORTGAGE,80000,GA,24,2002
C,4 years,MORTGAGE,20000,TX,29,2006
A,2 years,MORTGAGE,150000,VA,12,1998
C,10+ years,MORTGAGE,60000,FL,10,1997
C,10+ years,MORTGAGE,40000,MI,25,1996
C,3 years,RENT,40000,NY,18,1994
C,2 years,MORTGAGE,80000,OH,19,1997
C,10+ years,MORTGAGE,125000,NJ,11,1985
C,< 1 year,MORTGAGE,125000,NY,26,1997
C,10+ years,RENT,60000,MA,15,2007
A,3 years,MORTGAGE,100000,CO,33,1979
A,10+ years,OWN,60000,CA,19,2000
C,n/a,OWN,30000,VA,4,2011
C,10+ years,RENT,40000,NY,10,2005
C,10+ years,RENT,150000,SC,10,1992
C,10+ years,MORTGAGE,125000,TX,18,1995
C,< 1 year,RENT,80000,GA,10,2003
A,10+ years,RENT,40000,NC,17,1984
C,4 years,MORTGAGE,100000,FL,13,2010
A,4 years,OWN,20000,TX,23,2011
C,10+ years,MORTGAGE,100000,AZ,13,1989
A,4 years,MORTGAGE,80000,NE,15,2004
C,4 years,MORTGAGE,125000,NJ,22,1996
C,3 years,RENT,80000,CA,17,1995
C,2 years,MORTGAGE,60000,CT,3,2008
A,10+ years,MORTGAGE,100000,MA,20,1996
A,7 years,MORTGAGE,150000,CA,8,2000
C,10+ years,MORTGAGE,100000,OR,17,1994
C,10+ years,MORTGAGE,80000,TX,20,1990
A,10+ years,MORTGAGE,80000,NY,22,1980
C,7 years,MORTGAGE,40000,ID,29,1993
A,10+ years,MORTGAGE,125000,WA,10,1986
A,1 year,RENT,60000,NC,33,2007
A,10+ years,MORTGAGE,80000,CT,8,1999
C,2 years,MORTGAGE,40000,CA,14,2004
A,3 years,RENT,30000,TN,23,2003
C,n/a,MORTGAGE,60000,NY,27,2000
C,3 years,MORTGAGE,40000,NY,23,2008
A,10+ years,MORTGAGE,60000,NJ,17,2000
C,3 years,MORTGAGE,40000,GA,9,1997
A,3 years,MORTGAGE,100000,NY,17,1990
C,10+ years,MORTGAGE,100000,SC,18,1990
C,n/a,MORTGAGE,30000,IL,14,2004
A,10+ years,OWN,30000,NC,12,2003
C,4 years,RENT,80000,IN,15,2007
C,10+ years,MORTGAGE,100000,NY,5,2002
C,10+ years,RENT,80000,OH,33,1995
C,n/a,MORTGAGE,40000,NC,31,2011
A,9 years,MORTGAGE,80000,NJ,13,2001
C,3 years,RENT,100000,TX,16,2002
C,10+ years,MORTGAGE,125000,NJ,25,1998
C,2 years,MORTGAGE,40000,MD,14,1996
C,< 1 year,MORTGAGE,40000,NE,18,1991
C,10+ years,MORTGAGE,40000,TN,43,2009
A,10+ years,MORTGAGE,100000,NJ,17,1998
C,10+ years,RENT,80000,CA,20,2000
A,< 1 year,RENT,10000,IL,23,2012
C,6 years,MORTGAGE,40000,NY,26,2009
C,10+ years,MORTGAGE,60000,MN,13,1997
C,10+ years,RENT,40000,NY,32,2005
A,10+ years,MORTGAGE,60000,CA,10,2001
C,10+ years,RENT,40000,MD,21,2004
C,n/a,MORTGAGE,10000,GA,36,2002
C,10+ years,MORTGAGE,60000,LA,21,2007
C,1 year,RENT,80000,FL,32,2000
C,10+ years,RENT,40000,TX,6,1993
C,6 years,MORTGAGE,40000,TX,15,1986
C,< 1 year,RENT,40000,NY,10,2007
C,10+ years,OWN,60000,CA,22,1995
C,10+ years,MORTGAGE,80000,PA,26,1991
A,< 1 year,RENT,100000,IL,25,1978
A,< 1 year,RENT,40000,AL,22,2004
A,1 year,RENT,60000,CA,9,1981
C,10+ years,RENT,40000,MD,30,1992
A,5 years,RENT,80000,NY,11,2004
C,n/a,MORTGAGE,150000,MN,16,1980
C,5 years,RENT,20000,UT,13,2005
C,10+ years,RENT,125000,OR,21,2006
C,10+ years,MORTGAGE,150000,NC,12,2003
C,< 1 year,MORTGAGE,60000,AZ,14,2013
C,< 1 year,MORTGAGE,100000,NJ,14,2008
C,10+ years,MORTGAGE,80000,NC,19,1987
C,4 years,MORTGAGE,150000,MD,21,1996
C,10+ years,RENT,60000,FL,18,2007
C,3 years,MORTGAGE,40000,OK,17,2000
C,2 years,RENT,60000,NJ,17,1990
C,5 years,MORTGAGE,40000,MN,4,1986
C,n/a,OWN,20000,IL,0,1987
C,1 year,MORTGAGE,20000,MI,14,2005
C,4 years,RENT,30000,TX,28,2005
C,10+ years,RENT,40000,MN,31,2005
C,n/a,MORTGAGE,40000,OH,14,1996
A,< 1 year,MORTGAGE,60000,CA,34,1998
C,< 1 year,MORTGAGE,60000,CA,21,2004
A,6 years,MORTGAGE,100000,KS,10,2002
C,2 years,RENT,40000,NY,14,2001
A,10+ years,MORTGAGE,100000,MI,15,1980
C,5 years,MORTGAGE,40000,SC,17,2001
C,2 years,OWN,30000,SC,20,2000
C,10+ years,MORTGAGE,100000,DE,22,1996
C,< 1 year,MORTGAGE,100000,TX,22,2003
C,2 years,RENT,20000,CO,22,2006
A,n/a,RENT,40000,CA,14,2003
C,3 years,OWN,100000,TX,6,2009
A,10+ years,MORTGAGE,80000,CA,17,1999
A,< 1 year,OWN,40000,FL,22,1993
C,10+ years,MORTGAGE,80000,SC,34,2003
C,n/a,MORTGAGE,20000,TN,17,2005
C,< 1 year,RENT,40000,NY,22,2001
C,10+ years,MORTGAGE,150000,IL,22,1987
C,n/a,OWN,10000,GA,76,1986
A,5 years,RENT,40000,IN,8,1998
A,10+ years,MORTGAGE,60000,AL,25,1999
A,10+ years,OWN,150000,NY,7,1986
C,10+ years,MORTGAGE,60000,TN,1,2007
C,4 years,RENT,40000,OH,21,1999
C,4 years,OWN,125000,NC,18,2003
C,4 years,MORTGAGE,40000,OH,20,2011
C,10+ years,MORTGAGE,80000,CA,26,2006
C,< 1 year,RENT,60000,MD,4,2009
C,10+ years,RENT,30000,MN,19,2007
C,7 years,MORTGAGE,80000,TX,15,2006
C,3 years,MORTGAGE,60000,IL,5,2005
A,10+ years,MORTGAGE,60000,LA,7,1991
A,1 year,RENT,40000,NY,24,1994
A,n/a,MORTGAGE,40000,FL,25,1973
C,n/a,MORTGAGE,40000,TX,18,1983
A,7 years,MORTGAGE,150000,MO,23,1998
C,10+ years,MORTGAGE,40000,TN,32,2003
C,10+ years,MORTGAGE,60000,CA,10,1998
C,1 year,MORTGAGE,125000,NJ,18,2006
C,2 years,RENT,20000,NY,22,2011
C,7 years,MORTGAGE,40000,OK,15,2005
A,2 years,MORTGAGE,100000,IL,11,2004
C,n/a,RENT,20000,MO,10,1974
C,1 year,RENT,125000,CA,19,1984
A,10+ years,MORTGAGE,60000,PA,32,1997
C,4 years,OWN,60000,MI,7,2006
C,10+ years,RENT,30000,NY,31,1986
A,4 years,RENT,60000,CA,16,2003
C,2 years,MORTGAGE,60000,ND,15,2006
C,4 years,RENT,80000,CA,14,2005
A,5 years,RENT,60000,MI,7,2009
A,1 year,MORTGAGE,40000,TN,56,1990
A,2 years,RENT,60000,CA,26,2002
C,8 years,RENT,20000,TX,15,2006
C,10+ years,RENT,40000,NY,34,2005
C,10+ years,RENT,80000,NY,15,1979
C,< 1 year,RENT,60000,NC,23,2005
C,1 year,RENT,60000,PA,18,2002
C,10+ years,MORTGAGE,40000,TX,28,2003
C,< 1 year,OWN,40000,KS,12,2011
C,10+ years,RENT,60000,NY,28,2003
C,n/a,MORTGAGE,60000,NJ,3,2004
C,4 years,MORTGAGE,60000,TX,17,2003
A,< 1 year,MORTGAGE,30000,TX,19,1995
C,10+ years,MORTGAGE,100000,AZ,21,1991
A,4 years,MORTGAGE,150000,TX,25,1986
A,10+ years,MORTGAGE,150000,MD,24,1994
C,3 years,MORTGAGE,60000,KY,24,2001
C,10+ years,MORTGAGE,100000,RI,28,2004
C,9 years,MORTGAGE,60000,IL,2,2000
A,9 years,RENT,80000,CA,17,1991
A,10+ years,MORTGAGE,60000,CT,21,2000
C,10+ years,RENT,125000,CO,11,2006
C,1 year,RENT,100000,CA,12,2007
C,10+ years,MORTGAGE,100000,TX,18,1986
C,10+ years,RENT,100000,NY,2,2007
C,n/a,MORTGAGE,30000,FL,20,1994
A,5 years,MORTGAGE,100000,MN,11,1999
C,4 years,OWN,15000,CO,27,2013
C,10+ years,MORTGAGE,60000,NY,18,2000
A,7 years,MORTGAGE,100000,MD,9,1998
C,10+ years,MORTGAGE,60000,WI,19,1993
A,10+ years,RENT,40000,CA,20,2001
C,1 year,RENT,150000,VA,10,1999
C,10+ years,RENT,40000,CA,15,2007
A,10+ years,MORTGAGE,40000,HI,22,1989
C,10+ years,MORTGAGE,60000,TX,16,2000
C,10+ years,MORTGAGE,40000,CA,14,1996
C,n/a,MORTGAGE,125000,FL,3,1993
C,6 years,OWN,40000,IN,23,2006
C,10+ years,RENT,40000,CA,15,2005
A,10+ years,MORTGAGE,40000,FL,11,1999
A,10+ years,MORTGAGE,80000,MO,14,1985
C,10+ years,MORTGAGE,30000,FL,35,2005
C,3 years,RENT,150000,CT,20,1987
C,3 years,RENT,80000,FL,12,2014
A,3 years,RENT,40000,LA,18,2004
A,8 years,RENT,80000,NY,23,2002
A,2 years,RENT,60000,NY,11,1995
A,10+ years,MORTGAGE,125000,CA,22,1993
C,4 years,MORTGAGE,40000,TX,20,2007
C,10+ years,MORTGAGE,100000,VA,22,1999
C,4 years,MORTGAGE,100000,NY,8,2000
C,10+ years,MORTGAGE,60000,TN,24,1999
A,n/a,MORTGAGE,60000,NC,9,1995
C,< 1 year,RENT,40000,IL,30,2007
C,n/a,MORTGAGE,10000,CA,180,2000
C,4 years,MORTGAGE,40000,GA,18,2006
A,3 years,RENT,40000,HI,19,2009
C,n/a,OWN,80000,TX,26,1985
C,n/a,RENT,15000,NE,11,2002
A,10+ years,MORTGAGE,40000,NH,28,1996
A,1 year,MORTGAGE,150000,MA,3,1992
C,8 years,MORTGAGE,30000,NY,22,2006
C,2 years,RENT,60000,CT,19,2007
C,1 year,MORTGAGE,60000,GA,12,2009
A,10+ years,MORTGAGE,125000,CA,7,2005
A,3 years,RENT,30000,CA,20,2005
C,n/a,MORTGAGE,80000,NY,19,1990
